country,date,gdp,stock_index,name,region,income level,gdp_q_growth,stock_index_q_growth,gdp_y_growth,stock_index_y_growth,gdp_100,stock_index_100
AR,2007-01-01,150792.0,2139.10009765625,Argentina,Latin America & Caribbean ,Upper middle income,0.02358163971816074,0.29556061370368103,0.08812081379591019,0.37500814089819334,127.33038931799851,226.86270352110606
AR,2007-04-01,154078.9,2114.60009765625,Argentina,Latin America & Caribbean ,Upper middle income,0.021797575468194497,-0.011453414464729361,0.09768762983839485,0.17562692781448197,130.13635359768375,224.27917430888425
AR,2007-07-01,156140.4,2234.800048828125,Argentina,Latin America & Caribbean ,Upper middle income,0.013379508810096752,0.05684287601476057,0.08217104551843435,0.2949356736579234,131.88921414532518,237.3971473163571
AR,2007-10-01,160931.2,2231.39990234375,Argentina,Latin America & Caribbean ,Upper middle income,0.03068264203242732,-0.001521454452338089,0.09240690207578162,0.3514626220934183,135.99864540683956,237.03623299657073
AR,2008-01-01,162451.4,2151.699951171875,Argentina,Latin America & Caribbean ,Upper middle income,0.009446272692926971,-0.03571746646047724,0.07732107804127542,0.0058902589595644095,137.28941256837908,228.71931311311408
AR,2008-04-01,163283.2,2136.10009765625,Argentina,Latin America & Caribbean ,Upper middle income,0.005120300594516403,-0.0072500134171258335,0.05973757600813623,0.010167407077976476,137.99417839585192,227.06709157554093
AR,2008-07-01,164554.1,2095.10009765625,Argentina,Latin America & Caribbean ,Upper middle income,0.007783409438325561,-0.01919385708796395,0.053885477429288064,-0.06251116346857533,139.0724343968581,222.75035817682576
AR,2008-10-01,156887.5,1605.699951171875,Argentina,Latin America & Caribbean ,Upper middle income,-0.04659014877174139,-0.23359272763714634,-0.02512688652045103,-0.2804069098123879,132.74165019131053,176.34793495485874
AR,2009-01-01,151121.4,1143.300048828125,Argentina,Latin America & Caribbean ,Upper middle income,-0.036753087403394225,-0.2879740402347776,-0.06974393572477677,-0.4686526584687366,127.95154940550628,132.22234091619654
AR,2009-04-01,147711.7,1134.5999755859375,Argentina,Latin America & Caribbean ,Upper middle income,-0.022562654925113113,-0.007609615035969797,-0.09536498549758943,-0.4688451272340506,125.09694754660975,131.2199983599825
AR,2009-07-01,153549.8,1610.0999755859375,Argentina,Latin America & Caribbean ,Upper middle income,0.03952361255066439,0.4190904373626829,-0.06687344769896353,-0.23149257766388975,130.14023887895237,199.53022503340236
AR,2009-10-01,156490.0,2022.800048828125,Argentina,Latin America & Caribbean ,Upper middle income,0.0191481851490527,0.25631953263771723,-0.0025336626563620124,0.25976216624521986,132.65619943438384,257.82608318098926
AR,2010-01-01,161189.4,2384.5,Argentina,Latin America & Caribbean ,Upper middle income,0.030030033867978645,0.17881151989363442,0.06662193441828879,1.085629229565849,136.70028774094396,308.30722861616175
AR,2010-04-01,168341.1,2449.5,Argentina,Latin America & Caribbean ,Upper middle income,0.04436830213401133,0.02725938351855728,0.13965989153195046,1.158910675751613,142.90201002181874,316.8270891075222
AR,2010-07-01,169350.6,2209.39990234375,Argentina,Latin America & Caribbean ,Upper middle income,0.005996753021098256,-0.09802004395029595,0.10290342286346199,0.37221286618535543,143.7615326789071,287.24517543315955
AR,2010-10-01,171642.7,2652.300048828125,Argentina,Latin America & Caribbean ,Upper middle income,0.013534643514696798,0.2004617389611283,0.0968285513451339,0.3112022863380344,145.720520974016,351.00408439176135
AR,2011-01-01,175662.5,3628.5,Argentina,Latin America & Caribbean ,Upper middle income,0.023419580325874545,0.36805788681532947,0.08978940302526106,0.5217026630320822,149.17351037920918,507.17481486587445
AR,2011-04-01,177386.3,3472.0,Argentina,Latin America & Caribbean ,Upper middle income,0.009813135985198729,-0.04313077029075374,0.053731382294638586,0.4174321290059195,150.64457640241795,485.7650041306477
AR,2011-07-01,178855.8,3396.0,Argentina,Latin America & Caribbean ,Upper middle income,0.008284179781640422,-0.02188940092165903,0.05612734764447236,0.5370689554197474,151.8977266507199,475.2474308417086
AR,2011-10-01,178877.0,2291.699951171875,Argentina,Latin America & Caribbean ,Upper middle income,0.00011853124136873561,-0.32517669282335837,0.04214743767139528,-0.13595750519085315,151.9157323439184,343.3186012387094
AR,2012-01-01,176937.6,2568.199951171875,Argentina,Latin America & Caribbean ,Upper middle income,-0.010842087020690117,0.12065279307555521,0.0072588059489078205,-0.2922144271263952,150.2775454837709,387.34341457110065
AR,2012-04-01,170994.9,2605.5,Argentina,Latin America & Caribbean ,Upper middle income,-0.033586416906299266,0.014523810270732573,-0.03603096744224321,-0.24956797235023043,145.31408027201255,393.01016865226717
AR,2012-07-01,176269.0,2369.199951171875,Argentina,Latin America & Caribbean ,Upper middle income,0.030843609955618634,-0.09069278404456915,-0.014463047885503233,-0.30235572698119106,149.86592793926735,358.9354983183546
AR,2012-10-01,179284.5,2458.5,Argentina,Latin America & Caribbean ,Upper middle income,0.017107375658794277,0.03769206933503222,0.002278101712349878,0.07278441872062302,152.45179631260334,372.7227222635277
AR,2013-01-01,179234.9,2952.89990234375,Argentina,Latin America & Caribbean ,Upper middle income,-0.0002766552602149197,0.2010981909065488,0.012983673340205781,0.14979361361498955,152.4096255548742,455.7447810570725
AR,2013-04-01,180317.4,3306.0,Argentina,Latin America & Caribbean ,Upper middle income,0.006039560375797448,0.11957740165048958,0.05451916986997851,0.26885434657455387,153.33289796353228,513.6336991408518
AR,2013-07-01,181289.4,3019.800048828125,Argentina,Latin America & Caribbean ,Upper middle income,0.005390494760904918,-0.08656985818870988,0.028481468664370846,0.27460750931319433,154.16166988519882,471.0388174678624
AR,2013-10-01,179565.5,4906.5,Argentina,Latin America & Caribbean ,Upper middle income,-0.009509105331034218,0.6247764489917254,0.0015673412927497132,0.9957291031116535,152.7026781750378,879.8196599697468
AR,2014-01-01,176886.5,5320.7001953125,Argentina,Latin America & Caribbean ,Upper middle income,-0.014919346979236026,0.08441866815703669,-0.013102358971383343,0.8018559285024867,150.44136454080123,957.3179981970665
AR,2014-04-01,175820.5,6440.7001953125,Argentina,Latin America & Caribbean ,Upper middle income,-0.006026463297086004,0.21049861087582267,-0.024938802356289536,0.9481851770455232,149.5374615837103,1181.6112281293374
AR,2014-07-01,174306.1,8060.0,Argentina,Latin America & Caribbean ,Upper middle income,-0.008613330072431813,0.251416733520063,-0.03852017823435894,1.6690508873684515,148.25497722832054,1519.3698677131085
AR,2014-10-01,175292.9,11516.2998046875,Argentina,Latin America & Caribbean ,Upper middle income,0.0056613050260432285,0.42882131571805204,-0.023794102987489296,1.3471516976841946,149.09667417957206,2332.9113730380986
AR,2015-01-01,177879.0,8666.5,Argentina,Latin America & Caribbean ,Upper middle income,0.01475302194213235,-0.24745793814151495,0.0056109426100918736,0.6288269742458195,151.3126063415163,1821.4976835983396
AR,2015-04-01,181907.0,11071.7001953125,Argentina,Latin America & Caribbean ,Upper middle income,0.022644606727044714,0.2775284365444528,0.03461769247613322,0.7190212025969493,154.77811020605122,2404.128582910236
AR,2015-07-01,181882.9,11670.900390625,Argentina,Latin America & Caribbean ,Upper middle income,-0.00013248528094034207,0.054119980196554396,0.043468358250227546,0.4480025298542183,154.75760574293693,2537.825171359967
AR,2015-10-01,179818.2,9601.0,Argentina,Latin America & Caribbean ,Upper middle income,-0.01135180932347124,-0.17735567277120357,0.025815649122126638,-0.16631208262812958,153.0107605963824,2125.382550067831
AR,2016-01-01,178239.1,11517.599609375,Argentina,Latin America & Caribbean ,Upper middle income,-0.008781647241491664,0.1996249983725653,0.0020244098516406517,0.32897935837708414,151.6729567307962,2594.97480653918
AR,2016-04-01,175262.6,13179.7998046875,Argentina,Latin America & Caribbean ,Upper middle income,-0.01669947839727648,0.14431828260113466,-0.036526356874666654,0.19040432563984355,149.16112894638394,2997.8491774979652
AR,2016-07-01,175987.5,15111.7001953125,Argentina,Latin America & Caribbean ,Upper middle income,0.004136079231963796,0.14658040480538292,-0.03241316253479576,0.2948187105984921,149.77934881588538,3471.113707083996
AR,2016-10-01,176988.6,16846.900390625,Argentina,Latin America & Caribbean ,Upper middle income,0.0056884721926273585,0.1148249484098911,-0.01573589325218472,0.7547026758280388,150.63379241191558,3893.468649233934
AR,2017-01-01,178606.3,17504.80078125,Argentina,Latin America & Caribbean ,Upper middle income,0.009140136709369973,0.03905171725186363,0.0020601540290541287,0.51983063962404,152.0169172134149,4048.523153568155
AR,2017-04-01,180488.2,20561.900390625,Argentina,Latin America & Caribbean ,Upper middle income,0.010536582416185825,0.17464349623730446,0.029815830644986496,0.56010718640142,153.62712413222985,4821.068853965822
AR,2017-07-01,182777.6,22217.0,Argentina,Latin America & Caribbean ,Upper middle income,0.012684485744774321,0.08049351363114399,0.03858285389587324,0.47018533406925944,155.58821662891816,5225.179603024491
AR,2017-10-01,184517.9,26350.80078125,Argentina,Latin America & Caribbean ,Upper middle income,0.009521407437235174,0.18606476037493813,0.042541158018087,0.5641334708617232,157.07671046480797,6293.730199483953
AR,2018-01-01,183937.7,31084.400390625,Argentina,Latin America & Caribbean ,Upper middle income,-0.003144410379697482,0.17963778970782585,0.0298500108898736,0.7757643048369096,156.58357254632594,7532.234326669812
AR,2018-04-01,175621.2,31341.099609375,Argentina,Latin America & Caribbean ,Upper middle income,-0.04521367832695522,0.008258136413254347,-0.02696575177767857,0.5242316621504826,149.66151821099908,7594.694090900036
AR,2018-07-01,175209.9,25298.0,Argentina,Latin America & Caribbean ,Upper middle income,-0.002341972381466606,-0.19281708953081345,-0.041403870058475456,0.13867758923346996,149.31142518289877,6262.833810159486
AR,2018-10-01,172608.6,32584.900390625,Argentina,Latin America & Caribbean ,Upper middle income,-0.014846763795881346,0.28804254844750576,-0.06454278961553317,0.23658103072946823,147.11100867228282,8353.455757823589
AR,2019-01-01,172762.6,31096.599609375,Argentina,Latin America & Caribbean ,Upper middle income,0.0008921919301818626,-0.04567455365547779,-0.060754809916618524,0.00039245469099280506,147.24231849513302,7980.497579207137
AR,2019-04-01,174261.2,33006.80078125,Argentina,Latin America & Caribbean ,Upper middle income,0.008674331134169044,0.061427975916026334,-0.007743939797700938,0.05314750256486667,148.52510272684552,8486.09327809706
AR,2019-07-01,174572.3,41507.5,Argentina,Latin America & Caribbean ,Upper middle income,0.0017852511058111808,0.25754387027957426,-0.003639063774364404,0.6407423511740058,148.79049415541377,10978.871016665358
AR,2019-10-01,171627.6,30066.099609375,Argentina,Latin America & Caribbean ,Upper middle income,-0.016868082737066414,-0.27564657930795644,-0.005683378464340749,-0.07729963114985261,146.30173311386986,8333.854128685385
AR,2020-01-01,164382.9,41107.0,Argentina,Latin America & Caribbean ,Upper middle income,-0.0422117421673438,0.36722090773564475,-0.0485041322601073,0.3219130231720597,140.2546097688564,12031.725315195345
AR,2020-04-01,139968.8,25324.30078125,Argentina,Latin America & Caribbean ,Upper middle income,-0.14851970612515053,-0.38394188869900503,-0.19678735140123005,-0.23275506314335548,120.89709218974647,8195.66248214285
AR,2020-07-01,156641.6,39846.69921875,Argentina,Latin America & Caribbean ,Upper middle income,0.1191179748629696,0.5734570349224537,-0.10271217140405431,-0.04001206483767994,136.19091400776202,14542.306394745137
AR,2020-10-01,163301.7,42916.19921875,Argentina,Latin America & Caribbean ,Upper middle income,0.04251807948846298,0.07703272944012474,-0.04851142823182286,0.4273949656365861,142.1063555948974,15706.816861027317
AR,2021-01-01,169125.2,50730.8984375,Argentina,Latin America & Caribbean ,Upper middle income,0.03566098821996344,0.18209206222846896,0.02884910778432559,0.23411823868197623,147.2654511647404,18843.855174607655
AR,2021-04-01,168080.6,48597.69921875,Argentina,Latin America & Caribbean ,Upper middle income,-0.006176489370005256,-0.042049308891662585,0.2008433307994355,0.9190144532926856,146.35867091307475,18067.912345718072
AR,2021-07-01,174578.4,62060.0,Argentina,Latin America & Caribbean ,Upper middle income,0.0386588339165852,0.2770151879135867,0.11450853413141848,0.5574690304786263,152.12751643832462,23834.944361604918
AR,2021-10-01,177426.6,77626.203125,Argentina,Latin America & Caribbean ,Upper middle income,0.016314733094128453,0.25082505841121505,0.08649573152024748,0.8087855993334394,154.62979274791272,30629.935429140245
AR,2022-01-01,179518.4,85579.1015625,Argentina,Latin America & Caribbean ,Upper middle income,0.01178966400753878,0.1024512099953363,0.06145269894728855,0.6869226486878144,156.4636148822329,33934.392317483274
AR,2022-04-01,181390.1,92391.0,Argentina,Latin America & Caribbean ,Upper middle income,0.010426229289031141,0.07959768580329318,0.07918522423170793,0.9011393848940412,158.10347432644767,36745.901974718574
AU,2000-01-01,290935.0,3093.699951171875,Australia,East Asia & Pacific,High income,,,,,100.0,100.0
AU,2000-04-01,293672.0,3191.0,Australia,East Asia & Pacific,High income,0.009407599635657515,0.03145102962918833,,,100.94519901947805,103.19508393430046
AU,2000-07-01,294401.0,3308.10009765625,Australia,East Asia & Pacific,High income,0.0024823612738020806,0.03669699080421496,,,101.19609274790152,107.0523756142092
AU,2000-10-01,293333.0,3300.60009765625,Australia,East Asia & Pacific,High income,-0.0036277050689366153,-0.002267162352588281,,,100.8296482474441,106.80994541661151
AU,2001-01-01,296387.0,3261.10009765625,Australia,East Asia & Pacific,High income,0.010411375467472173,-0.011967520702689471,0.018739581006066652,0.0541100136168553,101.88490739097715,105.53931350555557
AU,2001-04-01,298808.0,3194.60009765625,Australia,East Asia & Pacific,High income,0.008168374456369643,-0.020391891695625497,0.017488899180037487,0.0011282035901754028,102.72054973947695,103.40896202461548
AU,2001-07-01,302373.0,3438.39990234375,Australia,East Asia & Pacific,High income,0.011930738132847951,0.07631622025754203,0.02707871236850412,0.03938810823161476,103.95342163098647,111.60968752151294
AU,2001-10-01,306031.0,3098.89990234375,Australia,East Asia & Pacific,High income,0.012097640993078196,-0.09873778782060316,0.0432886855553245,-0.06111015856047719,105.21865051751125,101.11617103314721
AU,2002-01-01,308363.0,3443.800048828125,Australia,East Asia & Pacific,High income,0.007620143057402773,0.11129760797485622,0.04040663052023197,0.056024024317187004,106.02349430461977,113.02032525854354
AU,2002-04-01,313650.0,3387.300048828125,Australia,East Asia & Pacific,High income,0.017145377363691594,-0.01640629513877445,0.049670691547749835,0.06032052378426056,107.8569801122446,111.18120824613058
AU,2002-07-01,314596.0,3227.89990234375,Australia,East Asia & Pacific,High income,0.003016100749242856,-0.04705817146004565,0.04042358279343716,-0.06122033677831218,108.18277870448254,106.07041918588183
AU,2002-10-01,317165.0,2987.199951171875,Australia,East Asia & Pacific,High income,0.008166028811555037,-0.0745685921044531,0.036381935163431134,-0.03604503362222011,109.06981926239303,98.4486028364563
AU,2003-01-01,317789.0,3027.60009765625,Australia,East Asia & Pacific,High income,0.0019674302019454526,0.01352441990651676,0.03056786968605185,-0.1208548537286599,109.28461775016018,99.789107421301
AU,2003-04-01,319138.0,2882.199951171875,Australia,East Asia & Pacific,High income,0.00424495498585542,-0.048024884989577465,0.01749721026622031,-0.14911584163646652,109.74951206276889,95.11000302466529
AU,2003-07-01,324673.0,3038.60009765625,Australia,East Asia & Pacific,High income,0.017343594307164922,0.05426415555269992,0.03203155793462087,-0.05864488070093221,111.66956525809451,100.41366502760955
AU,2003-10-01,329994.0,3159.199951171875,Australia,East Asia & Pacific,High income,0.016388797343789063,0.039689281129374976,0.0404489776614696,0.057579004690504476,113.5147742097449,104.4791557475477
AU,2004-01-01,332567.0,3300.699951171875,Australia,East Asia & Pacific,High income,0.007797111462632733,0.044789820899912236,0.04650255358114985,0.09020341019510436,114.40332110491231,109.26514002929777
AU,2004-04-01,334809.0,3446.199951171875,Australia,East Asia & Pacific,High income,0.006741498705524096,0.04408155910940703,0.049104149302182654,0.1956838559277203,115.17717648774608,114.18945614560063
AU,2004-07-01,337382.0,3536.89990234375,Australia,East Asia & Pacific,High income,0.007684978599739045,0.026318830148271743,0.03914400027104192,0.16398992584507965,116.0657204719533,117.23468672071616
AU,2004-10-01,339911.0,3659.60009765625,Australia,East Asia & Pacific,High income,0.007495954141003347,0.03469145259982964,0.03005206155263429,0.158394579076502,116.9390127803628,121.37309699135123
AU,2005-01-01,342491.0,4058.60009765625,Australia,East Asia & Pacific,High income,0.007590222146385273,0.10902830619540516,0.0298406035475558,0.22961800760329387,117.82998291807591,135.35453942691248
AU,2005-04-01,344039.0,4138.2998046875,Australia,East Asia & Pacific,High income,0.004519826798368376,0.019637240702101932,0.027567956655884407,0.20082985993899682,118.36375941246986,138.03879856073343
AU,2005-07-01,347892.0,4272.60009765625,Australia,East Asia & Pacific,High income,0.011199311705940351,0.03245301193901584,0.031151632274395213,0.20800707275458463,119.69680269945724,142.59205720041606
AU,2005-10-01,350541.0,4642.39990234375,Australia,East Asia & Pacific,High income,0.0076144320651236885,0.08655146660937318,0.03127289202173511,0.2685538797850955,120.61170468105253,155.48344659405566
AU,2006-01-01,350889.0,4776.0,Australia,East Asia & Pacific,High income,0.0009927512045666553,0.028778239804115424,0.02452035235962402,0.17676043095697747,120.73150155056386,160.02299329227986
AU,2006-04-01,351692.0,5180.5,Australia,East Asia & Pacific,High income,0.0022884729928838166,0.08469430485762142,0.022244571109670597,0.2518426031221779,121.0081087145464,174.1665138654969
AU,2006-07-01,356915.0,5092.2001953125,Australia,East Asia & Pacific,High income,0.014851062861822362,-0.01704464910481618,0.02593621008818836,0.19182700906313332,122.81861846476063,171.22306305457968
AU,2006-10-01,361502.0,5178.7998046875,Australia,East Asia & Pacific,High income,0.01285179944804793,0.017006324585336907,0.031268810210503206,0.11554366569604313,124.40724520800961,174.15983914544717
AU,2007-01-01,366510.0,5670.2001953125,Australia,East Asia & Pacific,High income,0.013853312014871388,0.09488692537993404,0.04451835195745657,0.18722784658971947,126.14269067189679,191.49475490271382
AU,2007-04-01,368882.0,5915.7998046875,Australia,East Asia & Pacific,High income,0.006471856156721412,0.04331409842954659,0.04887799551880634,0.14193606885194487,126.96171546775041,199.97143215752752
AU,2007-07-01,373086.0,6263.2998046875,Australia,East Asia & Pacific,High income,0.011396598370210453,0.05874100062085463,0.04530770631663006,0.22997909831844932,128.41692360822398,212.06981102515715
AU,2007-10-01,374588.0,6563.7001953125,Australia,East Asia & Pacific,High income,0.004025881432163203,0.04796200086098046,0.03619896985355542,0.2674172477900152,128.93495698735683,222.48896805794138
AU,2008-01-01,378522.0,6353.2001953125,Australia,East Asia & Pacific,High income,0.010502205089324868,-0.03207032523367381,0.032774003437832544,0.12045430081368713,130.29619383148346,215.46687671284766
AU,2008-04-01,379616.0,5361.2001953125,Australia,East Asia & Pacific,High income,0.0028901886812391364,-0.15614178201592244,0.029098736181217832,-0.09374888057157582,130.6733191352293,184.31853168653558
AU,2008-07-01,382361.0,5138.89990234375,Australia,East Asia & Pacific,High income,0.007230991317541902,-0.04146465061370319,0.02486021989568088,-0.17952196723877734,131.62164129388654,176.83211166073724
AU,2008-10-01,380564.0,4794.60009765625,Australia,East Asia & Pacific,High income,-0.004699747097638096,-0.0669987373232298,0.015953527608999707,-0.2695278646211876,131.00450419729236,165.3727510795699
AU,2009-01-01,384075.0,3713.800048828125,Australia,East Asia & Pacific,High income,0.009225780683406626,-0.22542027005681953,0.014670217318940582,-0.4154441958922953,132.21871543254505,131.99733769050778
AU,2009-04-01,386924.0,3579.699951171875,Australia,East Asia & Pacific,High income,0.007417822039966104,-0.036108593864272454,0.019251032622439546,-0.3322950420128422,133.20313695189446,127.31612406814257
AU,2009-07-01,388103.0,3874.0,Australia,East Asia & Pacific,High income,0.003047110026775268,0.08221360807957678,0.015017221944706671,-0.24614215617760027,133.60964058221438,138.22554949563963
AU,2009-10-01,391029.0,4701.10009765625,Australia,East Asia & Pacific,High income,0.007539235718353021,0.21350028333924875,0.027498659883751442,-0.019501105013055353,134.6207619084709,171.1237623117017
AU,2010-01-01,392736.0,4876.2998046875,Australia,East Asia & Pacific,High income,0.004365405123405219,0.037267810383062594,0.022550283147822592,0.3130216329837674,135.2097206586921,177.62149636224993
AU,2010-04-01,395377.0,4907.7001953125,Australia,East Asia & Pacific,High income,0.006724619082538963,0.006439388856857242,0.021846667562622102,0.3709808817093405,136.12201851629143,178.76896076637752
AU,2010-07-01,398161.0,4237.5,Australia,East Asia & Pacific,High income,0.0070413807581117815,-0.13656094884374348,0.025915800702390968,0.09383066597831702,137.083887948479,155.94966599734366
AU,2010-10-01,401665.0,4579.2001953125,Australia,East Asia & Pacific,High income,0.008800460115380382,0.08063721423303827,0.027200028642376806,-0.025930080153903523,138.2956132866102,169.0459405499218
AU,2011-01-01,400468.0,4742.5,Australia,East Asia & Pacific,High income,-0.0029800953530927377,0.03566120670038875,0.01968752546239716,-0.027438797868597153,137.88409266201063,175.1831016806065
AU,2011-04-01,405660.0,4861.7998046875,Australia,East Asia & Pacific,High income,0.01296483114755742,0.025155467514496488,0.026008088482638136,-0.009352729139575633,139.68337513512728,179.64580993013348
AU,2011-07-01,411125.0,4591.2001953125,Australia,East Asia & Pacific,High income,0.013471872997091072,-0.05565832001434978,0.03255969318943852,0.08346907264011794,141.57790460162593,169.92019229898025
AU,2011-10-01,415571.0,3872.10009765625,Australia,East Asia & Pacific,High income,0.010814229249011875,-0.15662573337369023,0.034620890543114236,-0.15441563318853657,143.11726903648457,145.285843501293
AU,2012-01-01,419548.0,4101.2001953125,Australia,East Asia & Pacific,High income,0.0095699651804384,0.0591668840882813,0.04764425622022239,-0.13522399677121766,144.4934709167373,154.1413472080945
AU,2012-04-01,422620.0,4329.2998046875,Australia,East Asia & Pacific,High income,0.007322165759340971,0.05561777004587776,0.041808410984568445,-0.10952733995476127,145.5553589777881,162.9572327342083
AU,2012-07-01,425126.0,4133.0,Australia,East Asia & Pacific,High income,0.005929676778193116,-0.045342160058991166,0.03405533596837951,-0.09979965495303622,146.4210192161068,155.73340927072266
AU,2012-10-01,427202.0,4388.60009765625,Australia,East Asia & Pacific,High income,0.004883258139939617,0.06184372070076205,0.027987997237535867,0.13339014668361315,147.13777948843511,165.6685906857249
AU,2013-01-01,429075.0,4705.89990234375,Australia,East Asia & Pacific,High income,0.004384342769930827,0.07230091546891115,0.022707771220456197,0.1474445718895645,147.7842981922816,178.0902183632655
AU,2013-04-01,430855.0,4985.5,Australia,East Asia & Pacific,High income,0.004148458894132734,0.05941479917942938,0.019485589891628408,0.15157189959494288,148.39864870138132,188.99207175745906
AU,2013-07-01,434220.0,4710.2998046875,Australia,East Asia & Pacific,High income,0.007810052105696741,-0.05520011940878544,0.021391305165997743,0.13968057214795548,149.56218761557662,178.84239558356495
AU,2013-10-01,437747.0,5206.7998046875,Australia,East Asia & Pacific,High income,0.008122610658191753,0.10540730326887116,0.02468387320284071,0.18643751739152825,150.78197023799095,198.72307043084567
AU,2014-01-01,441118.0,5367.89990234375,Australia,East Asia & Pacific,High income,0.0077007952081911135,0.03094032874304431,0.028067354192157445,0.14067447538998734,151.94759366519767,204.96773538991437
AU,2014-04-01,443057.0,5389.2001953125,Australia,East Asia & Pacific,High income,0.004395649236712096,0.00396808684145733,0.02832043262814632,0.08097486617440586,152.6169720878932,205.78268098175343
AU,2014-07-01,445127.0,5375.89990234375,Australia,East Asia & Pacific,High income,0.00467208508160355,-0.0024679530332383237,0.025118603472893852,0.1413073743191191,153.33167985405504,205.27544516457903
AU,2014-10-01,446812.0,5334.10009765625,Australia,East Asia & Pacific,High income,0.0037854365158707104,-0.007775406061648615,0.02070830868058482,0.024448854909717488,153.9132071669594,203.6855343351761
AU,2015-01-01,450993.0,5435.89990234375,Australia,East Asia & Pacific,High income,0.009357403113613882,0.01908471960101199,0.022386300264328307,0.01266789642823074,155.36019455478493,207.6101465869967
AU,2015-04-01,451357.0,5860.7998046875,Australia,East Asia & Pacific,High income,0.0008071078708538071,0.0781655126063947,0.01873348124507679,0.0875082743790434,155.4856376068551,224.48918636065534
AU,2015-07-01,455983.0,5515.7001953125,Australia,East Asia & Pacific,High income,0.010249093289790512,-0.058882681694567895,0.02438854529156842,0.02600500297779007,157.08741879289065,211.65230481801126
AU,2015-10-01,458850.0,5112.10009765625,Australia,East Asia & Pacific,High income,0.006287515104729691,-0.07317295780493083,0.026941980072155536,-0.041619016504310546,158.07821988563535,196.71813135698343
AU,2016-01-01,462924.0,5270.5,Australia,East Asia & Pacific,High income,0.008878718535469066,0.030985289669185345,0.026454956063619584,-0.030427326719617453,159.48800117093322,202.90891596713988
AU,2016-04-01,465725.0,4999.39990234375,Australia,East Asia & Pacific,High income,0.006050669224321847,-0.05143726357200451,0.031832895025445396,-0.14697651021193348,160.45593568399815,192.7357201668107
AU,2016-07-01,466282.0,5246.60009765625,Australia,East Asia & Pacific,High income,0.001195984754951862,0.04944597354506697,0.02258636835145178,-0.048788021126482506,160.64795333912366,202.50526749037104
AU,2016-10-01,471354.0,5478.5,Australia,East Asia & Pacific,High income,0.010877537627444367,0.044200033931944605,0.027250735534488424,0.07167306886493363,162.40494604946613,211.6567656001583
AU,2017-01-01,472724.0,5733.2001953125,Australia,East Asia & Pacific,High income,0.002906520364736487,0.046490863432052665,0.02116978164882366,0.08779056926525008,162.87766598476293,221.72919521147216
AU,2017-04-01,475446.0,5872.7001953125,Australia,East Asia & Pacific,High income,0.005758116786962475,0.02433196037948515,0.020872832680229658,0.17468102372833605,163.81823997613824,227.1904735680635
AU,2017-07-01,480078.0,5684.5,Australia,East Asia & Pacific,High income,0.00974243131712127,-0.032046620643553125,0.029587245486636826,0.08346355624461776,165.42202763790064,220.0252110803066
AU,2017-10-01,482415.0,5729.2998046875,Australia,East Asia & Pacific,High income,0.0048679589566695824,0.007881045771395812,0.023466439236752068,0.04577891844254811,166.22925846816605,221.76609080546777
