country,date,name,region,income level,variable,value
BR,2000-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,197337.3
BR,2000-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,199746.3
BR,2001-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,200577.1
BR,2001-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,199542.5
BR,2001-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,198476.7
BR,2001-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,197955.7
BR,2002-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,202730.6
BR,2002-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,203437.3
BR,2002-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,206179.2
BR,2002-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,208261.9
BR,2003-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,207328.9
BR,2003-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,205607.5
BR,2003-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,207529.9
BR,2003-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,209685.3
BR,2004-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,212589.8
BR,2004-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,218479.9
BR,2004-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,221209.2
BR,2004-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,222910.5
BR,2005-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,224747.2
BR,2005-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,227413.4
BR,2005-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,225925.6
BR,2005-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,228735.8
BR,2006-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,232628.1
BR,2006-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,233262.5
BR,2006-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,237002.1
BR,2006-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,239833.6
BR,2007-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,244547.9
BR,2007-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,248522.5
BR,2007-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,250953.4
BR,2007-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,254918.1
BR,2008-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,258055.7
BR,2008-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,263462.5
BR,2008-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,267614.7
BR,2008-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,257533.5
BR,2009-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,253940.3
BR,2009-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,258487.8
BR,2009-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,264565.8
BR,2009-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,271333.6
BR,2010-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,277126.7
BR,2010-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,280479.0
BR,2010-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,283006.0
BR,2010-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,286939.2
BR,2011-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,291050.3
BR,2011-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,293790.0
BR,2011-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,293199.8
BR,2011-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,295631.3
BR,2012-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,291791.1
BR,2012-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,296858.7
BR,2012-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,301929.8
BR,2012-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,301992.4
BR,2013-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,303650.4
BR,2013-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,308048.7
BR,2013-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,309414.7
BR,2013-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,309811.8
BR,2014-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,312525.1
BR,2014-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,307821.6
BR,2014-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,307732.9
BR,2014-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,309305.1
BR,2015-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,306839.9
BR,2015-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,299543.4
BR,2015-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,294787.6
BR,2015-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,292447.6
BR,2016-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,288021.0
BR,2016-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,289087.2
BR,2016-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,287640.0
BR,2016-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,287013.4
BR,2017-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,290170.9
BR,2017-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,292415.5
BR,2017-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,293328.5
BR,2017-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,294518.4
BR,2018-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,296384.9
BR,2018-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,296231.3
BR,2018-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,299292.0
BR,2018-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,298261.8
BR,2019-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,299482.2
BR,2019-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,301158.9
BR,2019-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,301480.3
BR,2019-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,302538.6
BR,2020-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,295396.1
BR,2020-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,268914.9
BR,2020-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,290403.7
BR,2020-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,299623.4
BR,2021-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,302822.6
BR,2021-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,301977.0
BR,2021-07-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,302156.5
BR,2021-10-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,304497.9
BR,2022-01-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,307915.4
BR,2022-04-01,Brazil,Latin America & Caribbean ,Upper middle income,gdp,311710.6
CA,2000-01-01,Canada,North America,High income,gdp,356705.8
CA,2000-04-01,Canada,North America,High income,gdp,360945.5
CA,2000-07-01,Canada,North America,High income,gdp,364616.3
CA,2000-10-01,Canada,North America,High income,gdp,365240.5
CA,2001-01-01,Canada,North America,High income,gdp,367175.0
CA,2001-04-01,Canada,North America,High income,gdp,368164.5
CA,2001-07-01,Canada,North America,High income,gdp,367919.3
CA,2001-10-01,Canada,North America,High income,gdp,370159.3
CA,2002-01-01,Canada,North America,High income,gdp,375653.3
CA,2002-04-01,Canada,North America,High income,gdp,377867.3
CA,2002-07-01,Canada,North America,High income,gdp,381137.5
CA,2002-10-01,Canada,North America,High income,gdp,383228.5
CA,2003-01-01,Canada,North America,High income,gdp,385349.0
CA,2003-04-01,Canada,North America,High income,gdp,384780.8
CA,2003-07-01,Canada,North America,High income,gdp,386218.5
CA,2003-10-01,Canada,North America,High income,gdp,388883.3
CA,2004-01-01,Canada,North America,High income,gdp,391684.3
CA,2004-04-01,Canada,North America,High income,gdp,396336.8
CA,2004-07-01,Canada,North America,High income,gdp,401015.3
CA,2004-10-01,Canada,North America,High income,gdp,403896.3
CA,2005-01-01,Canada,North America,High income,gdp,405294.0
CA,2005-04-01,Canada,North America,High income,gdp,408234.5
CA,2005-07-01,Canada,North America,High income,gdp,413179.8
CA,2005-10-01,Canada,North America,High income,gdp,417265.0
CA,2006-01-01,Canada,North America,High income,gdp,420649.0
CA,2006-04-01,Canada,North America,High income,gdp,420866.3
CA,2006-07-01,Canada,North America,High income,gdp,422041.5
CA,2006-10-01,Canada,North America,High income,gdp,423723.8
CA,2007-01-01,Canada,North America,High income,gdp,426434.0
CA,2007-04-01,Canada,North America,High income,gdp,430565.8
CA,2007-07-01,Canada,North America,High income,gdp,432373.5
CA,2007-10-01,Canada,North America,High income,gdp,432864.8
CA,2008-01-01,Canada,North America,High income,gdp,433196.5
CA,2008-04-01,Canada,North America,High income,gdp,434763.3
CA,2008-07-01,Canada,North America,High income,gdp,438328.5
CA,2008-10-01,Canada,North America,High income,gdp,433246.0
CA,2009-01-01,Canada,North America,High income,gdp,423456.0
CA,2009-04-01,Canada,North America,High income,gdp,418835.0
CA,2009-07-01,Canada,North America,High income,gdp,420719.5
CA,2009-10-01,Canada,North America,High income,gdp,425625.8
CA,2010-01-01,Canada,North America,High income,gdp,430760.3
CA,2010-04-01,Canada,North America,High income,gdp,433014.3
CA,2010-07-01,Canada,North America,High income,gdp,436083.0
CA,2010-10-01,Canada,North America,High income,gdp,440956.3
CA,2011-01-01,Canada,North America,High income,gdp,444287.0
CA,2011-04-01,Canada,North America,High income,gdp,445152.5
CA,2011-07-01,Canada,North America,High income,gdp,451294.0
CA,2011-10-01,Canada,North America,High income,gdp,454848.0
CA,2012-01-01,Canada,North America,High income,gdp,455139.5
CA,2012-04-01,Canada,North America,High income,gdp,456624.0
CA,2012-07-01,Canada,North America,High income,gdp,457246.0
CA,2012-10-01,Canada,North America,High income,gdp,458191.5
CA,2013-01-01,Canada,North America,High income,gdp,462301.5
CA,2013-04-01,Canada,North America,High income,gdp,464984.5
CA,2013-07-01,Canada,North America,High income,gdp,468774.0
CA,2013-10-01,Canada,North America,High income,gdp,473698.8
CA,2014-01-01,Canada,North America,High income,gdp,474473.0
CA,2014-04-01,Canada,North America,High income,gdp,478806.5
CA,2014-07-01,Canada,North America,High income,gdp,483398.5
CA,2014-10-01,Canada,North America,High income,gdp,486743.5
CA,2015-01-01,Canada,North America,High income,gdp,484068.8
CA,2015-04-01,Canada,North America,High income,gdp,482751.3
CA,2015-07-01,Canada,North America,High income,gdp,484458.8
CA,2015-10-01,Canada,North America,High income,gdp,484821.5
CA,2016-01-01,Canada,North America,High income,gdp,487480.8
CA,2016-04-01,Canada,North America,High income,gdp,485083.8
CA,2016-07-01,Canada,North America,High income,gdp,490086.0
CA,2016-10-01,Canada,North America,High income,gdp,492837.8
CA,2017-01-01,Canada,North America,High income,gdp,498194.5
CA,2017-04-01,Canada,North America,High income,gdp,503291.3
CA,2017-07-01,Canada,North America,High income,gdp,505414.5
CA,2017-10-01,Canada,North America,High income,gdp,508032.5
CA,2018-01-01,Canada,North America,High income,gdp,512479.0
CA,2018-04-01,Canada,North America,High income,gdp,516502.5
CA,2018-07-01,Canada,North America,High income,gdp,520067.0
CA,2018-10-01,Canada,North America,High income,gdp,521839.8
CA,2019-01-01,Canada,North America,High income,gdp,522312.8
CA,2019-04-01,Canada,North America,High income,gdp,527487.5
CA,2019-07-01,Canada,North America,High income,gdp,529210.5
CA,2019-10-01,Canada,North America,High income,gdp,530801.8
CA,2020-01-01,Canada,North America,High income,gdp,519350.8
CA,2020-04-01,Canada,North America,High income,gdp,462001.3
CA,2020-07-01,Canada,North America,High income,gdp,503507.3
CA,2020-10-01,Canada,North America,High income,gdp,514546.3
CA,2021-01-01,Canada,North America,High income,gdp,520170.0
CA,2021-04-01,Canada,North America,High income,gdp,516050.0
CA,2021-07-01,Canada,North America,High income,gdp,522799.0
CA,2021-10-01,Canada,North America,High income,gdp,531177.3
CA,2022-01-01,Canada,North America,High income,gdp,535240.5
CA,2022-04-01,Canada,North America,High income,gdp,539560.5
CA,2022-07-01,Canada,North America,High income,gdp,541718.7
DE,2000-01-01,Germany,Europe & Central Asia,High income,gdp,585661.7619789
DE,2000-04-01,Germany,Europe & Central Asia,High income,gdp,590401.71558486
DE,2000-07-01,Germany,Europe & Central Asia,High income,gdp,590122.90183
DE,2000-10-01,Germany,Europe & Central Asia,High income,gdp,588380.2375488
DE,2001-01-01,Germany,Europe & Central Asia,High income,gdp,600282.0340646
DE,2001-04-01,Germany,Europe & Central Asia,High income,gdp,600003.22952307
DE,2001-07-01,Germany,Europe & Central Asia,High income,gdp,598748.56762618
DE,2001-10-01,Germany,Europe & Central Asia,High income,gdp,598260.62973517
DE,2002-01-01,Germany,Europe & Central Asia,High income,gdp,595193.70607165
DE,2002-04-01,Germany,Europe & Central Asia,High income,gdp,597772.7010575
DE,2002-07-01,Germany,Europe & Central Asia,High income,gdp,600560.84781947
DE,2002-10-01,Germany,Europe & Central Asia,High income,gdp,599794.14224024
DE,2003-01-01,Germany,Europe & Central Asia,High income,gdp,590924.51671189
DE,2003-04-01,Germany,Europe & Central Asia,High income,gdp,591551.82462701
DE,2003-07-01,Germany,Europe & Central Asia,High income,gdp,596082.37769697
DE,2003-10-01,Germany,Europe & Central Asia,High income,gdp,597755.19573286
DE,2004-01-01,Germany,Europe & Central Asia,High income,gdp,596709.79617204
DE,2004-04-01,Germany,Europe & Central Asia,High income,gdp,599776.64612893
DE,2004-07-01,Germany,Europe & Central Asia,High income,gdp,598522.067152
DE,2004-10-01,Germany,Europe & Central Asia,High income,gdp,597964.42121561
DE,2005-01-01,Germany,Europe & Central Asia,High income,gdp,597981.86204695
DE,2005-04-01,Germany,Europe & Central Asia,High income,gdp,601188.18337458
DE,2005-07-01,Germany,Europe & Central Asia,High income,gdp,606276.49294087
DE,2005-10-01,Germany,Europe & Central Asia,High income,gdp,609134.32010823
DE,2006-01-01,Germany,Europe & Central Asia,High income,gdp,614989.39053372
DE,2006-04-01,Germany,Europe & Central Asia,High income,gdp,625584.2302986
DE,2006-07-01,Germany,Europe & Central Asia,High income,gdp,630463.43415541
